LINK,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=e5621bcf506c9148,협동로봇 실습장비 개발 및 교육 인력 /로봇공학 기술자 및 연구원,씨엔로봇 대전 중구,"연봉 28,000,000원 - 30,000,000원","활용 교직원 연수 - 실습장비 활용 학생 연수 - 실습장비 납품 후 활용 교육 ㅇ 협동로봇 티칭 및 교육 - Python, ROS, C# 등 프로그래밍 및 교육 - PLC, HMI 프로그래밍 및 교육 상세모집요강 접수기간..."
https://kr.indeed.com/viewjob?jk=d1e75364ef505c68,"데이터 가치를 함께 발굴하실 머신러닝, 통계 모델링 전문가 모집",카카오 4.0 성남 판교역,,해당 기술에 자신감이 있으신 분도 환영합니다. 지원자격 머신 러닝/통계 등 모델링에 활용하는 언어( Python/Scala/R 등) 및 도구(Tensor flow/Pytorch 등)를 하나 이상 능숙하게 다룰 수 있으신...
https://kr.indeed.com/viewjob?jk=fe4c9348f8e01e44,AI / Machine Learnig 컨설턴트 - 글로벌 컨설팅Firm,에스에프인촌 서울,,본적으로 비즈니스 문제 해결이 가능한 컨설팅 자질을 갖추고 있어야 함 - Python 등 관련 코딩 경험자 우대 3) 영어 활용 능력 우수자 우대 4... 자질을 갖추고 있어야 함 - Python 등 관련 코딩 경험자 우대 3...
https://kr.indeed.com/viewjob?jk=b8c6ad4bd3f32e3d,AI 개발자,넷아이디 서울 강남구,"연봉 35,000,000원 - 40,000,000원",인터넷·IT·통신·모바일·게임>응용프로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>ERP·시스템분석·설계>인공지능(AI)서비스기획|인터넷·IT·통신·모바일...
https://kr.indeed.com/viewjob?jk=d05f4a61fa7270c9,Sr Field Engineer I,Raytheon Intelligence & Space 경기도 오산,,"Redhat Linux System Administration, UNIX shell/PERL/ python scripting, Cisco network administration, Oracle or Weblogic..."
https://kr.indeed.com/viewjob?jk=fb6bafb5ae960c4e,Security Engineer (보안 엔지니어),Toss 서울 강남구,,"시스템 구축 및 운영 경험이 있는 분 - SIEM 운영, 로그 분석 및 대응 자동화 경험이 있는 분 - Python, Java 또는 C 계열 프로그래밍에 대한 높은 이해 또는 개발 경험이 있는 분 # 우대 사항 - CISSP..."
https://kr.indeed.com/viewjob?jk=0064deb5fa9cbce0,데이터 사이언티스트 모집,카카오 4.0 성남 판교역,,"양한 실험을 통해 알고리즘을 개선합니다. 지원자격 지원자격 하나 이상의 프로그래밍 언어에 익숙한 분( Python, Java, C/C++, Scala 등) 머신러닝/딥러닝 오픈소스를 이용하여 1년 이상 특정 서비스에 모델..."
https://kr.indeed.com/viewjob?jk=a25e09cf5d803404,Solutions Engineer (과장 ~ 부장급),Cloud Security & Application 서울 강남구,"연봉 80,000,000원 - 100,000,000원","orchestration solutions (OpenShipft, Kubernetes) Programming ( Python, JavaScript, Golang etc.) 근무 형태: 정규직 급여: 80,000,000원..."
https://kr.indeed.com/viewjob?jk=6a399a2c059ebbb1,Senior Solutions Engineer,Confluent 서울,,Computer Science or relevant experience Proficiency in Java or Python with experience developing ETL applications What gives...
https://kr.indeed.com/viewjob?jk=0923578a7e4eb9d2,배달로봇 dilly 로봇 소프트웨어 개발자(자율주행) (5년이상),우아한 형제들 서울 송파구,,"ROS2) 기반의 이동로봇 개발 경험이 있는 분 - 컴퓨터 비전, 머신러닝 경험이 있는 분 - C/C++, Python 활용이 가능한 분 - 영어문서작성 및 회화 능력을 갖춘 분 - 다양한 직군과의 원활한 협업 및 의사소통..."
https://kr.indeed.com/viewjob?jk=cd2ef993ee5c8d3f,지스트 블록체인인터넷경제연구센터 계약직(연구원),광주과학기술원 광주 북구,,록체인 개발 블록체인 하드포크 1) 4년제 대학 이상 졸업자 2) SW프로그래밍 제작 경험자 3) Python/C/Java/Go 프로그래밍 가능자 4) 팀장급은 개발 경험 10년 이상인 자 연구직 1명 우대사...
https://kr.indeed.com/viewjob?jk=e393fa440b668be7,Data Analyst,Toss 서울 강남구,,"소지하신 분 혹은 경험이 풍부하신 분 - Data Warehouse 구축 지식이나 경험이 있으신 분 - Python, R, Spark 등 언어 및 데이터 프로세싱 프레임워크에 대한 이해도가 높은 분 - 필요한 데이터를 스스로..."
https://kr.indeed.com/viewjob?jk=08fbc3e510fbe320,"산업용 비전 처리 S/W 개발, AI 가속기 처리 S/W 개발 경력사원",여의시스템 성남 중원구,,모바일·게임>응용프로그래머>Visual C++(MFC·ATL)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI...
https://kr.indeed.com/viewjob?jk=251ec7deb78d7813,2021년 상반기 Python 경력,매크로액트 성남 수정구,,커리어에 이력서를 등록하지 않으셨다면!! 상세 이력서 등록하기 지원양식 커리어 온라인 이력서 직무/산업 직무별(직종) 웹프로그래머 Python 응용프로그래머응용프로그래머 산업별(업종) 솔루션.ASP.소프트웨어 소프트웨어개발
https://kr.indeed.com/viewjob?jk=108feaf74de2bfc4,[Manta] Growth Data Analytics Manager,RIDI Corp 서울,,"An expert in a data-oriented programming language (e.g., SQL, Python, R, Scala, etc... BI tools (e.g., Tableau, Power BI..."
https://kr.indeed.com/viewjob?jk=8a15326f80e07c08,Customer Operations Engineering Manager,Success Korea 대한민국,,experience in C++ or Java and Python - Network monitoring and application... C++ or Java and Python - Network...
https://kr.indeed.com/viewjob?jk=28b676c81d7ef247,OPC Applications Engineer,Synopsys 경기도 성남,,"skills, including Windows, Linux, scripting (e.g. TCL, Python, Perl) and programming skills. Experience with MATLAB or TCL..."
https://kr.indeed.com/viewjob?jk=e8a4630bec0783e8,2021 Market Data Analyst - Seoul,Bloomberg 서울,,"work experience using one more programming language... Python, SQL and R Fluency in Korean and English (both spoken..."
https://kr.indeed.com/viewjob?jk=4bd70fb8a220d90d,[Janssen] Data Scientist,Johnson & Johnson Family of Companies 4.2 서울,,"Expertise in one or more programming languages... R, Python or SAS. 7. Knowledge of relational database architecture..."
https://kr.indeed.com/viewjob?jk=444320d2e49672dc,"Application Engineer South Korea (Physics, EE)",Zurich Instruments 대한민국,,"Experience in programming languages LabVIEW, MATLAB, Python or C is a plus. Availability to travel, around 25%. Moreover, we..."
https://kr.indeed.com/viewjob?jk=818d5c4e3d4e8c76,디지털자산(암호화폐) 퀀트 트레이더 (경력),네오위즈 대한민국,,"경험이 있는 분 - 또는 운용사 및 증권회사에서 근무한 경력이 있는 분 우대사항 - 프로그래밍 능력( Python, R 등)을 보유하고, 개발해 본 경험이 있는 분 - 컴퓨터공학, 금융공학, 수학, 통계학을 전공한 분..."
https://kr.indeed.com/viewjob?jk=6aebabcddef7f514,Field Application Engineer,Nearfield Instruments 대한민국,,"troubleshooting. Preferably to have coding capability (Matlab, Python...etc... data analysis, visualization, and algorithm..."
https://kr.indeed.com/viewjob?jk=89f3e10d77a126bf,Field Service Engineer,Nearfield Instruments 대한민국,,"troubleshooting. Preferably to have coding capability (Matlab, Python...etc... data analysis, visualization, and algorithm..."
https://kr.indeed.com/viewjob?jk=c54efba262d86ecc,[EY컨설팅] 컨설팅본부 Data & Analytics팀 경력 컨설턴트...,Ernst & Young 4.0 대한민국,,"분석 컨설팅 - 데이터 전처리, 머신러닝, 딥러닝 및 통계적 분석 프로그램 개발 * 필수 자격 - SQL, Python, R을 활용한 데이터 전처리 및 분석 모델링 경험자 - 통계 분석, ML, DL의 지식 보유..."
https://kr.indeed.com/viewjob?jk=7af54571a6a84047,Assistant Professor of Computational and...,George Mason University Korea 인천 송도동,,"have experience in teaching with R, Python, Matlab, Fortran, and MySQL... teaching with R, Python, Matlab, Fortran..."
https://kr.indeed.com/viewjob?jk=55584c627df1acaa,데이터 분석가/사이언티스트(신입/인턴 가능),쏘카 대한민국,,"Sheet) 등 데이터 분석 도구를 원활히 다루시거나, 앞으로 원활히 다루고자 하는 의지가 높으신 분 • Python, R 등의 프로그래밍 언어 혹은 데이터 분석 언어를 1개 이상 능숙하게 사용 가능하신 분 전형절차 서류..."
https://kr.indeed.com/viewjob?jk=e1ebfac18d00b273,[SK바이오사이언스] 21년 1분기 수시,에스케이바이오사이언스 성남 분당구,,"Office (excel, PPT 등) 활용 능력 - 우 대 1) SAP SD 모듈 활용 가능자 2) Python, R 등 다양한 data분석 tool 활용 가능자 마케팅PM - 직 무 1) 시장 분석 및 projection..."
https://kr.indeed.com/viewjob?jk=233bbfd9781e846d,"Engr, Tech Supp 3",KLA-Tencor 대한민국,,background Excel macro/code development for log analysis Python Database development for production Open to NCG (New College...
https://kr.indeed.com/viewjob?jk=389765da1bee869b,[대구]데이터 분석 연구원 (Python/R),드림아이디어소프트 대구 동구,,"3년) 성별 무관 기타 담당업무 [대구]데이터 분석 연구원 채용 ( Python/R) 커리어 양식 지원 상세모집요강 접수기간/방법 시작일 2021... 산업 직무별(직종) 웹프로그래머 Python 응용프로그래머전산전공, Java..."
https://kr.indeed.com/viewjob?jk=b95d00f1145e5ef3,(광주취업맛집1위)2021년도 국비 기술교육생,대한상공회의소 광주인력개발원 광주 광산구,,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
https://kr.indeed.com/viewjob?jk=c52b13ca64b943c1,솔루션 엔지니어 (Network Infra),글로벌 네트워크 회사 서울 강남구,"연봉 80,000,000원 - 120,000,000원","OpenShipft, Kubernetes, Microsoft Service) * Programming ( Python, JavaScript, Golang etc.) 근무 형태: 정규직 급여: 80,000,000원 - 120..."
https://kr.indeed.com/viewjob?jk=afeaf9f2fdda7973,"Engr, Apps Dev 3",KLA-Tencor 대한민국,,"working effectively with different cultures. Matlab/ Python experience is a plus. We offer a competitive, family friendly..."
https://kr.indeed.com/viewjob?jk=18f62dc644a89e0c,2021 Global Data Internship - Seoul (Kor...,Bloomberg 서울,,"work experience using one or more programming language (e.g. Python, JavaScript, SQL, etc.) Prior coursework or involvement..."
https://kr.indeed.com/viewjob?jk=3aa6fd68cc885810,AI 비전 인식 시스템 및 아키텍쳐 설계 알고리즘 개발,국내 대기업 / 화물 운송업 / 조단위 이상 매출 기업 서울 중구,,"제어 SW 개발 또는 구축 프로젝트 경험자 • 요구조건 - 프로그래밍 언어 활용 능력(C / C++, Python) - 주요 머신러닝 및 비전 패키지 활용 능력 - 리눅스OS 기반 개발 - 임베디드 시스템 개발 - DB..."
https://kr.indeed.com/viewjob?jk=94e6b51a16f4a0f6,Perception Software Engineer - Autonomou...,NVIDIA 대한민국,,work experience. Strong programming skills in C++ and python. Hands-on experience in developing algorithms for state...
https://kr.indeed.com/viewjob?jk=9acc17c535b42959,2021년 (신입) 전문연구요원 모집,NHN 4.4 성남 판교역,,"구사 (C++, Java, Python 등) - Openstack 및... 모델링 기법을 활용한 서비스 개발 경험자 우대 - C/C++, Python 등 개발 숙련자 우대 공통지원자격(필수) - 해당 분야 석사 이상..."
https://kr.indeed.com/viewjob?jk=9040dba1c8db2a5d,퀀트운용팀 (사원-대리급),신한비엔피파리바자산운용 대한민국,,지식 보유자 - 투자자산운용사 자격증 소지자 우대 - CFA/CAIA/CPA 자격증 소지자 우대 - VBA/ Python 활용한 업무 가능자 우대 - 관련 전공 및 석박사 학위/금융 관련 자격증 보유자 우대 3. 전형방법...
https://kr.indeed.com/viewjob?jk=dfb20fa220f3c478,"빅데이터, 인공지능(AI) 외 신입/경력 인턴",스칼라웍스 대한민국,,인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝
https://kr.indeed.com/viewjob?jk=7747cb66f47189c1,와이에스지(스타트업)에서 웹 개발자,와이에스지 대한민국,"월급 2,000,000원 - 2,200,000원","무관 기타 담당업무 세종 청사 근처에 위치한 정부지원사업 선정 스타트업입니다. 서버 back : AWS, Python , Django , sqlite 웹 프론트 : html ,css javascript, jquery 중 몇가..."
https://kr.indeed.com/viewjob?jk=790d6275c9dd7be8,Data Scientist 모집,한독약품 서울,,"관련 경력 3년 이상 Healthcare data 분석 경험자 데이터 분석 Tool (SQL, Python, R중 하나 이상) 활용자 Tableau, Power BI 활용 경험자 MS Office (특히..."
https://kr.indeed.com/viewjob?jk=39e99c8ed1d40a8f,2021 토스 전 계열사 대규모,비바리퍼블리카 서울 강남구,,게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임... 용프로그래머>Linux|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>iOS|인터넷·IT·통신...
https://kr.indeed.com/viewjob?jk=ee2cad5a4861601b,[이마트24] [Data Scientist] 경력사원 모집(Senior),신세계 4.5 대한민국,,"Data 분석 관련업무 최소 5년 이상(과장/대리급) - 통계/분석 관련업무 수행역량 보유자 - R, Python, SQL 등 통계/분석 프로그램 활용역량 및 Machine Learning/Deep Learning..."
https://kr.indeed.com/viewjob?jk=4adac8923476d038,프랭클린템플턴투신운용 Junior Trader (Quant base 필수...,프랭클린템플턴투신 대한민국,,"object-oriented programming and intermediate programming proficiency in Python, R or MATLAB, and SQL are essential. Licenses..."
https://kr.indeed.com/viewjob?jk=3330430ae94277db,[타다]데이터 분석가/사이언티스트,쏘카 대한민국,,"통계에 대한 지식 및 머신러닝에 대한 지식을 보유하고 있으며, 데이터 분석 실무 경험이 풍부하신 분 • R, Python(Pandas, Numpy, Scikit-learn) 등의 데이터 분석을 위한 언어를 1개 이상 능숙하게..."
https://kr.indeed.com/viewjob?jk=750bd649ca4aec64,Operation Buyer(Contractor),Edwards Korea Ltd 충청남도 천안,,"programming languages or statistical software – ex) C++, Python, VBA, R, MATLAB, Minitab, SPC Start a journey towards..."
https://kr.indeed.com/viewjob?jk=733ff9b0e1cc9aaf,(주)엘솔루 R&D본부 ASR팀 개발직,㈜엘솔루 서울,,"제공 [필수사항] ㆍ프로그래밍에 재능 및 열정이 있는 자 ㆍJava, Python 중 하나 이상의 언어사용자 ㆍWeb 개발능력 ㆍ리눅스 사용 경험자... 머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python"
https://kr.indeed.com/viewjob?jk=e934bb33ef71dacb,[EY한영] 금융감사본부 Data Analytics 전문 경력직 모집,Ernst & Young 4.0 대한민국,,총계정원장조정 경험자 - Python/R 등 프로그램 언어 활용 능력... PowerBI... Tableau Experience with Python/ R or other programming languages...
https://kr.indeed.com/viewjob?jk=089931931a0474d5,소형전지사업부/기술혁신센터,삼성SDI 3.9 충청남도 천안,,"천안 전공분야 - 컴퓨터/시스템 전자/전기 기계/산공 전문지식 - Java, C#, C++, Python - Oracle (PL/SQL) - Automod, VisualComponent - 통신프로그래밍 경험..."
https://kr.indeed.com/viewjob?jk=0b8541aed6590a79,"[국비지원 전액무료/120명]AI(인공지능),BC(블록체인) 교육생",고려대학교 세종캠퍼스 세종특별자치시 세종,,목표 교육내용 강의시간(h) 교육형태 파이썬 빅데이터 프로그래밍 . Python의 프로그래밍 기술 파악 - 과정개요 소개(2H) - 기초 파이썬 문법... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=78f5465432356e17,Sr Systems Administrator I,Raytheon Intelligence & Space 대한민국,,"Experience with Linux/Unix scripting, C++, Java, Perl, Python, Sybase... SQL. - Experience with Linux/Unix tools, YUM..."
https://kr.indeed.com/viewjob?jk=07f1ee457882c331,21년 IT직무 경력사원,롯데정보통신 서울 금천구,,"개발자 - OS, Android App 개발자 - Web 프로그램 개발자 (DHML5, JAVA, C#, Python 등) - 관련 업무 경험 4년 이상 보유자 가산동 본사 모바일 개발 (Web/App) - 헬스케어 플랫폼..."
https://kr.indeed.com/viewjob?jk=9c4f4236ac42f224,DBA 엔지니어,쏘카 대한민국,,"시계열 데이터베이스(InfluxDB) 구축 운영 경험이 있으신 분 • 자동화를 위한 스크립트 (Shell, Python, Ansible) 지식을 보유하신 분 • 새로운 기술 도입에 대한 오픈 마인드를 가지고 계신 분 전형절차..."
https://kr.indeed.com/viewjob?jk=f565607a390f8b13,[헥스콘] 2021년 상반기 백엔드 서버 개발자,헥스콘 창원 의창구,"연봉 32,000,000원 - 34,000,000원","기술스택] 1) 사용언어 : Java, Kotlin, C++, HTML, CSS, Swift, Object-C, Python, Php, Node.js 2) 사용DB : MySQL, MSSQL, Maria DB, Oracle..."
https://kr.indeed.com/viewjob?jk=115c46e0d1df11d8,[개발자] 모비데이즈 프론트엔드 개발자 경력직 채용,Mobidays 서울특별시,,"험이 있으신 분 -활용 가능한 서버사이드 언어가 1개 이상 있는 분(Ruby, Java, Node.js, Python 등) -웹/모바일 광고 업계의 유사 업종 근무 경력 보유자 -플랫폼 또는 B2B 서비스 개발 프로젝트 참여..."
https://kr.indeed.com/viewjob?jk=2d3b7de44ce0cbeb,Data Scientist,Motion2AI 서울,,"thinking to define unstructured problems - Experience with Python (pandas, numpy), R, SQL... VBA to deal... large..."
https://kr.indeed.com/viewjob?jk=68b91ae2f6c66fa3,[뉴플랫폼기술] 클라우드 개발자 - Kubernetes,한국카카오은행 성남 분당구,,"운영 경험이 1년 이상인 분 · Cloud 환경에서 서비스 구축 및 운영 경험이 있는 분 · Golang, Python, NodeJS, Java 중 하나이상 프로그래밍 언어에 익숙한 분 우대사항 · 서비스 설계 단계부터 참여..."
https://kr.indeed.com/viewjob?jk=e8477fb56aa56c85,"Site Reliability Engineer, APAC",Canonical - Jobs 서울,,maintaining enterprise open-source software solutions Python software development experience... large projects Strong...
https://kr.indeed.com/viewjob?jk=4cd34228af5013fd,DGIST 2019년 제1차 계약직원 공개채용 공고,대구경북과학기술원 대구 현풍면,,"우수자(SPSS, R 등 통계패키지) 외국어(영어) 구사 능력 우수자 Programming(MATLAB, Python, C/C++ 등) 가능자 · 근무기간 : 2019.3.11.~2020.3.10. ※ 단, 재계약 평가에..."
https://kr.indeed.com/viewjob?jk=4f2835fd73c9e3c7,Application Engineer III - (E3),Applied Materials Inc. 대한민국,,"trainer. 7. Direct experience of algorithm writing (e.g., R, Python... plus. 8. Travel to international locations at ~25..."
https://kr.indeed.com/viewjob?jk=da5d4dd560fb6f85,Data Scientist,Garrett Advancing Motion 경기도,,"System/Data Integration • High level programming skills ( Python, R, Matlab, C++ or Java) • Machine Learning Algorithms..."
https://kr.indeed.com/viewjob?jk=bc7d65215c8334f7,(신입/경력) 컴퓨터 비전 & 머신 러닝 엔지니어,플레이스에이 성남 분당구,,"다룰 수 있다 - C, C++, Python 언어 중 1개 이상 능숙하게... 딥러닝 프레임워크 중 1개 이상 다룰 수 있다 - C, C++, Python 언어 중 1개 이상 능숙하게 다룰 수 있다 - 최신 Detection..."
https://kr.indeed.com/viewjob?jk=cd40cf786e32f325,사내 및 서비스 보안 담당자 (경력),네오위즈 대한민국,,"GuardDuty, WAF, VPC Flow Logs 분석 등)이 있으신 분 - 각종 스크립트 언어(Perl, Python, shell script 등)의 활용 능력을 가진 분 - 모바일 게임 앱에 대한 보안 검수 경험이..."
https://kr.indeed.com/viewjob?jk=caefdcb275a971a4,대기업 빅데이터 분석 전문가,국내 대기업 / 화물 운송업 / 조단위 이상 매출 기업 서울 중구,,"서비스 분석 경험자 우대 • 요구조건 - 대용량 DBMS 처리 - 분석 지원 언어/패키지(SQL/SAS/R/ Python/Spark) 사용가능자 또는 자격증 보유자 - 빅데이터 Tool (Hadoop, Hive, Hbase..."
https://kr.indeed.com/viewjob?jk=05aa5498d84c58e1,데이터 엔지니어(신입/경력),쏘카 대한민국,,"있는 분 • 데이터 분석팀 및 유관 부서와의 원활한 소통을 위한 기본적인 쿼리 작성 능력을 갖춘 분 • Python 또는 Java, Scala, C++, C# 등의 언어를 최소 1개 이상 능숙하게 사용할 수 있는 분 • 대용..."
https://kr.indeed.com/viewjob?jk=e7c8c2b11f24fb43,Software Engineer,Google 4.3 서울,,"languages, including... limited to: C++, Java, C and Python. Excellent written and verbal communication skills. About..."
https://kr.indeed.com/viewjob?jk=00c30d286ee5c97f,[충청권/50명]인공지능(AI) 기본과정+고급과정 훈련생 대,청주대학교산학협력단 청주 상당구,,19~22시 120시간 10주 인공지능 기본과정 (120h) 인공지능 Python을 이용한 기초 프로그래밍 교육 · 기초 프로그래밍 · 머신러닝 라이... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=861768bf9d9cf5e7,[2021?????] AR App Engineer,Hyperconnect 서울,,"Vulkan/Metal 1 ARcore ARKit 1 / / Java, Objective C(Swift), Python OpenCV (Image Processing ) / gt; gt; 1 gt; 2 gt; : Apply..."
https://kr.indeed.com/viewjob?jk=da5c549bf1a76ded,데이터 사이언스(데이터 모델링 및 추천 모델링),NHN 4.4 성남 판교역,,"AB테스트, 결과 해석 등) - 리눅스 환경에서 머신 러닝 및 데이터 분석 관련 언어, 라이브러리( Python, R, SQL, tensorflow 등) 능숙한 활용 - 머신러닝, 추천 , 딥러닝 관련 논문을..."
https://kr.indeed.com/viewjob?jk=3929f9c03665e38e,Credit Risk Manager,Toss 서울 강남구,,"장상황 및 변화에 대한 전략적/분석적 능력을 보유하신 분 - SAS, SQL, KnowlegeSEEKER, Python, R 등 Tool사용이 가능하신 분 - 원활한 커뮤니케이션 가능하신 분 # 우대 사항 - 신용대출/신용카..."
https://kr.indeed.com/viewjob?jk=18ed6f92a291d134,Sr. Manager for Logistics digital transf...,Thermo Fisher Scientific 3.5 서울,,"Excel (VBA, power pivots) skills - Experience in R studio, Python, data modeling, and hypothesis testing is a plus - Must..."
https://kr.indeed.com/viewjob?jk=447e5726f229a2b7,"Cloud Technical Solutions Engineer, Netw...",Google 4.3 서울,,"reading or debugging code (e.g., Java, C, C++, .NET, Python, Shell, Perl, JavaScript). Experience advocating for customer..."
https://kr.indeed.com/viewjob?jk=07375dc4e800dfa9,추천 시스템 소프트웨어 엔지니어,카카오 4.0 성남 판교역,,"관련 업무 경험자 우대사항 운영체제, 네트워크, 컴파일러, 데이터베이스에 대한 이해가 깊으신 분 Python, C++, GPU 프로그래밍 숙련자 대용량/실시간 서비스 개발/운영 경험이 많으신 분 ICPC/TopCoder..."
https://kr.indeed.com/viewjob?jk=b40a553df450c1b4,[데이타게이트 코리아] IT지원 기술자/개발자,데이타게이트코리아 서울 구로구,,Platform 사용 경험자 ㆍApache OSS(Open Source Software) 사용 경험자 ㆍJava/ Python 개발 경험자 0 명 근무조건 고용형태: 정규직(수습기간3개월) 근무부서: 솔루션사업팀 인근전철역...
https://kr.indeed.com/viewjob?jk=14076e1efa25f8da,그린뉴딜분야 연계형 교육 참여,사단법인 한국벰스협회 서울 구로구,,게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임... 로그래머>증강현실(AR)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>머신러닝(ML)|인터넷...
https://kr.indeed.com/viewjob?jk=74d66a601cc8dde0,DBA,Toss 서울 강남구,,DBA 3년 이상) 경험 있으신 분 - SQL을 숙련되게 다루시는 분 - Shell 운영 스크립트 개발이 가능하신 분 # 우대 사항 - NoSQL (MongoDB) 운영경험이 있는 분 - Python 개발이 가능하신 분
https://kr.indeed.com/viewjob?jk=ae5283196d38f489,"영상처리, 머신비전, 장비제어 비전센터 상반기 공개",유토시스 경기도 화성,,"응용 S/W개발 -. 운영/제어 개발 [자격요건] -. 학력 : 대졸이상 -. MFC, C++, C# 또는 Python 경험자 -. Windows기반 UI 프로그램 개발 경험자 -. 영상처리 알고리즘 개발 경험자 -. 검사장..."
https://kr.indeed.com/viewjob?jk=724d638053bd85bb,"IOT인공지능 융합메이커 강사 훈련생 (코딩, 아두이노, 3D모델링 등)",동대문여성인력개발센터 서울 동대문구,,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
https://kr.indeed.com/viewjob?jk=bd5ce1a809ec610a,Modem QA Contractor,聯發科技 경기도 성남,,4. Good verbal and written communication skills in English 5. Prefer programing experience(C/JAVA/ Python #LI-NOPOST
https://kr.indeed.com/viewjob?jk=be95b5718905880f,AI/빅데이터/클라우드 분야 (인재 Pool),LG유플러스 3.8 서울,,"Science를 위한 언어(R/ Python) 및 Tool(scikit-learn/Tensorflow 등) 능숙자 . Deep Learning Model 구현 경험자 . Java, Python등을 이용하여 분석을 위한 Data..."
https://kr.indeed.com/viewjob?jk=eaee1538d8cc832f,메시지발송 플랫폼 개발자,Nexon 성남 분당구,,"개발 가능하면서 python 개발 경험 소유자(또는 Python 개발 가능... NET 또는 python 개발 경력 5년이상 - 자동화를 위한 스크립트(powershell, bash, python 등) 경험 - Windows..."
https://kr.indeed.com/viewjob?jk=bfe0f5ac4f32ec89,추천 통계분석/데이터사이언티스트,카카오 4.0 성남 판교역,,"또는 통계, 수학 관련 분야의 석사 및 박사 학위 소지자 숙련된 데이터분석 능력 데이터 사이언스를 위한 언어( Python/R) 를 하나 이상 능숙하게 다룰 수 있으신 분 분석 결과를 설득력있게 전달할 수 있는 분 우대사항..."
https://kr.indeed.com/viewjob?jk=acf452118fce4b26,웹개발자,곳간 서울 강남구,"연봉 34,000,000원 - 36,000,000원","지원자격 ㆍ경력 : 경력 3년 이상 ㆍPHP, javascript, HTML, MySQL, TCP/IP, Python ㆍDB분석 및 기본설계 능력있으신 분 우대사항 ㆍ커머스, 플랫폼 개발실무 경험자 ㆍ자유롭게 아이디어를 내고..."
https://kr.indeed.com/viewjob?jk=f97d8d627c3d7362,Infra Software Engineer,Toss 서울 강남구,,"분 - Software-intensive system의 구조 설계 경험이 있는 분 - C, Golang, Python, Javascript 중 하나 이상의 언어에 능숙하신 분 # 우대 사항 - 다양한 기반 기술에 대한 이해도..."
https://kr.indeed.com/viewjob?jk=9819ba37f864cc20,프로그래머 (어플리케이션 개발자 또는 웹개발자),오너클랜 서울 금천구,,인터넷·IT·통신·모바일·게임>응용프로그래머>자바스크립트|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>C#|인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷...
https://kr.indeed.com/viewjob?jk=f014d6c9744121e1,Security Engineer - Ubuntu,Canonical - Jobs 서울,,"new systems and techniques quickly You are skilled in C, Python, and other programming languages You can develop automated..."
https://kr.indeed.com/viewjob?jk=b86fa42793152db8,[Search] 클라우드 컴퓨팅 플랫폼 BE 개발 신입/경력사원,네이버 서울,,위한 기술 제안 [자격요건] · CS 관련 탄탄한 기본기를 바탕으로 습득이 빠르신 분 · Java / Python / C / C++ 중 1 개 이상의 언어로 개발 가능 · 리눅스 환경에서의 개발 경험 · 우수한 문제 분석...
https://kr.indeed.com/viewjob?jk=97b032faeb4b1bd1,연구소 개발부문 연구원 직원 (회로설계/하드웨어설계/머신비전/이미지프로세...,모든 경기도 광명,"연봉 42,000,000원 - 46,000,000원","프로그래밍 가능자 우대 S/W 설계 부문 : - OPEN CV, TENSORFLOW, YOLO, CUDA/ Python, C++, C WindowsGUL APL, MFC Lib 활용 가능자. 머신비전/ 영상처리 개발자 * 전기..."
